context,gold_answers,predicted_answer,correct
A water tank is to the left of a horse from the camera's perspective. The horse is facing right relative to the camera.,['left'],left,True
A container is to the right of a box.,['right'],right,True
A bench is inside and at the left of a car from the camera's perspective. The car is facing toward the camera.,['left'],left,True
A bench is inside and at the left of a car from the camera's perspective. The car is facing left relative to the camera.,['left'],left,True
A bench is inside and at the left of a car from the camera's perspective. The car is facing away from the camera.,['left'],left,True
A bench is inside and at the left of a car from the camera's perspective. The car is facing right relative to the camera.,['left'],left,True
A suitcase is in front of a deer from the deer's perspective. The deer is facing toward the camera.,['front'],front,True
A suitcase is in front of a deer from the deer's perspective. The deer is facing left relative to the camera.,['left'],right,False
A suitcase is in front of a deer from the deer's perspective. The deer is facing away from the camera.,['back'],back,True
A suitcase is in front of a deer from the deer's perspective. The deer is facing right relative to the camera.,['right'],left,False
A suitcase is on the left of a box within the box.,['left'],left,True
A suitcase is on the right of a chair relative to observer. The chair is facing toward the observer.,['right'],right,True
A suitcase is on the right of a chair relative to observer. The chair is facing left relative to the observer.,['right'],right,True
A suitcase is on the right of a chair relative to observer. The chair is facing away from the observer.,['right'],left,False
A suitcase is on the right of a chair relative to observer. The chair is facing right relative to the observer.,['right'],left,False
A cat is inside and at the back of a bus from the bus's perspective. The bus is facing toward the camera.,['back'],back,True
A cat is inside and at the back of a bus from the bus's perspective. The bus is facing left relative to the camera.,['right'],right,True
A cat is inside and at the back of a bus from the bus's perspective. The bus is facing away from the camera.,['front'],front,True
A cat is inside and at the back of a bus from the bus's perspective. The bus is facing right relative to the camera.,['left'],left,True
A dog is to the right of a tree.,['right'],right,True
A car is to the right of a suitcase.,['right'],right,True
A suitcase is on the left of a water tank.,['left'],left,True
A bus is behind a deer from the deer's perspective. The deer is facing toward the camera.,['back'],back,True
A bus is behind a deer from the deer's perspective. The deer is facing left relative to the camera.,['right'],right,True
A bus is behind a deer from the deer's perspective. The deer is facing away from the camera.,['front'],front,True
A bus is behind a deer from the deer's perspective. The deer is facing right relative to the camera.,['left'],left,True
A water tank is to the left of a chicken relative to camera. The chicken is facing toward the camera.,['left'],left,True
A water tank is to the left of a chicken relative to camera. The chicken is facing left relative to the camera.,['left'],left,True
A water tank is to the left of a chicken relative to camera. The chicken is facing away from the camera.,['left'],left,True
A water tank is to the left of a chicken relative to camera. The chicken is facing right relative to the camera.,['left'],left,True
